-2.08166817117217e-16,5.27355936696949e-16,0.000479423487027379,4.92317148284354e-16,-2.01255028267622e-16,6.10622663543836e-16
1.51546344917541e-10,-1.71485534106175e-11,0.000479423637899836,2.14003175592989e-10,4.23447762314469e-11,-5.61246188413023e-11
1.21183303669614e-09,-1.37532471522483e-10,0.000479424694010004,1.71302075785618e-09,3.3875760860726e-10,-4.49208920061395e-10
4.08811183516544e-09,-4.65322946840985e-10,0.000479427560601636,5.78480700982268e-09,1.1433000658939e-09,-1.51678207493955e-09
9.68600027961841e-09,-1.10571473505017e-09,0.000479433142920805,1.37200992221417e-08,2.7100261552524e-09,-3.59699514618228e-09
1.89094695041137e-08,-2.16492668236867e-09,0.000479442346211198,2.68126121316263e-08,5.29298088187578e-09,-7.02861879808836e-09
3.26608323025779e-08,-3.75020254433922e-09,0.000479456075709417,4.6359031680897e-08,9.14619901218544e-09,-1.21510419434645e-08
5.18407307081858e-08,-5.96981254707973e-09,0.000479475236640273,7.36590096107409e-08,1.45237038339917e-08,-1.93042702517632e-08
7.734812476623e-08,-8.93305382443366e-09,0.00047950073421209,1.10015156886743e-07,2.16795059207204e-08,-2.8828924421298e-08
1.10080279822067e-07,-1.27502519306488e-08,0.000479533473611994,1.56733038180574e-07,3.08676018916272e-08,-4.10662389371819e-08
1.50932755058064e-07,-1.75327615342669e-08,0.00047957436000122,2.15121165851912e-07,4.23419731758077e-08,-5.63580602117031e-08
2.00799391322781e-07,-2.33929675699796e-08,0.000479624298510405,2.86490994096485e-07,5.63565847719241e-08,-7.50468453908359e-08
2.60572299098927e-07,-3.04442862517074e-08,0.000479684194234885,3.72156912761649e-07,7.31653840135155e-08,-9.74756605431892e-08
3.31141846915406e-07,-3.88011659469001e-08,0.000479754952229996,4.73436241383424e-07,9.30222993300806e-08,-1.23988179244472e-07
4.13396649232012e-07,-4.85790883908432e-08,0.000479837477506368,5.91649223057538e-07,1.16181239009135e-07,-1.5492868103012e-07
5.08223554532283e-07,-5.9894569415242e-08,0.000479932675025232,7.28119018587626e-07,1.42896089960006e-07,-1.90642049778533e-07
6.16507633444119e-07,-7.28651599682384e-08,0.000480041449693712,8.84171700744917e-07,1.73420716475343e-07,-2.31473772191459e-07
7.3913216711019e-07,-8.76094471552458e-08,0.000480164706360121,1.06113624769475e-06,2.08008958997195e-07,-2.77769936184169e-07
8.76978634919978e-07,-1.04247055182638e-07,0.00048030334980927,1.26034453720072e-06,2.46914632874508e-07,-3.29877229407471e-07
1.03092670300509e-06,-1.22898646384706e-07,0.000480458284757758,1.48313134016269e-06,2.903915271318e-07,-3.88142937644831e-07
1.2018542123321e-06,-1.43685921757952e-07,0.000480630415849274,1.73083431537552e-06,3.38693403230026e-07,-4.5291494309152e-07
1.39063716700361e-06,-1.66731622355809e-07,0.000480820647649898,2.0047940024571e-06,3.92073993830586e-07,-5.24541722925209e-07
1.59814972207351e-06,-1.92159530051916e-07,0.000481029884643409,2.3063538165514e-06,4.50787001557602e-07,-6.03372347779407e-07
1.82526417223661e-06,-2.20094468247889e-07,0.000481259031226562,2.63686004170027e-06,5.15086097764312e-07,-6.89756479904657e-07
2.07285093981047e-06,-2.50662303122318e-07,0.000481508991704423,2.99766182471469e-06,5.85224921294692e-07,-7.8404437182239e-07
2.34177856299478e-06,-2.83989944283025e-07,0.000481780670285631,3.39011116948983e-06,6.61457077249855e-07,-8.86586864520811e-07
2.63291368413077e-06,-3.20205345488711e-07,0.000482074971077735,3.81556293026566e-06,7.44036135750213e-07,-9.97735385969978e-07
2.94712103821038e-06,-3.59437506147753e-07,0.000482392798082472,4.2753748055542e-06,8.33215630701009e-07,-1.11784194952586e-06
