index,time_s,qref1,qref2,qref3,qref4,qref5,qref6,qm1,qm2,qm3,qm4,qm5,qm6,qdotm1,qdotm2,qdotm3,qdotm4,qdotm5,qdotm6,qddotm1,qddotm2,qddotm3,qddotm4,qddotm5,qddotm6,qc1,qc2,qc3,qc4,qc5,qc6,tau_m1,tau_m2,tau_m3,tau_m4,tau_m5,tau_m6,tau_filtered_m1,tau_filtered_m2,tau_filtered_m3,tau_filtered_m4,tau_filtered_m5,tau_filtered_m6,motor_tau1,motor_tau2,motor_tau3,motor_tau4,motor_tau5,motor_tau6,motor_tau_filtered1,motor_tau_filtered2,motor_tau_filtered3,motor_tau_filtered4,motor_tau_filtered5,motor_tau_filtered6
19154,19.154,0.0850677,0.289683,-0.0924739,-0.0489077,0.0206867,0.0400343,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.9083,-17.1378,4.07056,1.86883,-0.102451,-9.70148,34.8927,-17.1421,4.07327,1.89963,-0.074504,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19155,19.155,0.0848282,0.288757,-0.0921771,-0.0488281,0.020622,0.0398958,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.7645,-17.0653,4.15155,1.91492,-0.0348638,-9.69046,34.8432,-17.1124,4.10348,1.90553,-0.059208,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19156,19.156,0.0845888,0.287831,-0.0918808,-0.0487483,0.0205574,0.0397576,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.7645,-17.0653,4.15155,1.88035,0.021459,-9.70255,34.8129,-17.0942,4.12203,1.89581,-0.0280811,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19157,19.157,0.0843496,0.286907,-0.0915851,-0.0486682,0.0204929,0.0396196,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.91736,34.7645,-17.0895,4.11106,1.88035,-0.0348638,-9.78544,34.7942,-17.0924,4.1178,1.88985,-0.0306983,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19158,19.158,0.0841105,0.285985,-0.0912899,-0.0485879,0.0204285,0.039482,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.57513,34.8604,-17.0653,4.03007,1.86883,-0.0235993,-9.70429,34.8198,-17.0819,4.08395,1.88174,-0.027959,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19159,19.159,0.0838717,0.285065,-0.0909952,-0.0485073,0.0203642,0.0393447,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.91736,34.8604,-17.0653,4.05032,1.91492,-0.102451,-9.7865,34.8354,-17.0755,4.07097,1.89454,-0.0567033,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19160,19.16,0.0836331,0.284146,-0.090701,-0.0484265,0.0203,0.0392076,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.57513,34.9563,-17.1378,4.10094,1.99558,-0.113716,-9.70494,34.8821,-17.0995,4.08253,1.93353,-0.0787027,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19161,19.161,0.0833947,0.283229,-0.0904074,-0.0483455,0.020236,0.0390708,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.57513,34.8604,-17.1861,4.09081,1.88035,-0.136245,-9.65485,34.8737,-17.133,4.08573,1.91301,-0.100906,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19162,19.162,0.0831564,0.282313,-0.0901143,-0.0482642,0.020172,0.0389343,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.62402,34.8125,-17.162,4.14143,1.84578,-0.0799221,-9.64296,34.8501,-17.1442,4.10722,1.88707,-0.0928093,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19163,19.163,0.0829184,0.281399,-0.0898217,-0.0481827,0.0201081,0.0387981,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.33069,34.9083,-17.0653,4.03007,1.91492,0.021459,-9.52246,34.8726,-17.1137,4.07745,1.89782,-0.0487166,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19164,19.164,0.0826805,0.280486,-0.0895297,-0.048101,0.0200444,0.0386622,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.8604,-17.0653,4.07056,1.84578,-0.181303,-9.63711,34.8679,-17.095,4.07479,1.87774,-0.0998777,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19165,19.165,0.0824429,0.279576,-0.0892382,-0.048019,0.0199807,0.0385266,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983905,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.47736,34.9563,-17.1378,4.06044,1.84578,-0.0461284,-9.57547,34.902,-17.1115,4.06926,1.86541,-0.0791375,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19166,19.166,0.0822054,0.278666,-0.0889472,-0.0479369,0.0199172,0.0383912,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.86847,34.7166,-17.0895,4.08069,1.91492,-0.0461284,-9.68853,34.8304,-17.103,4.07367,1.88451,-0.0664003,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19167,19.167,0.0819682,0.277759,-0.0886568,-0.0478545,0.0198538,0.0382562,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.62402,34.8125,-16.8961,4.13131,1.93797,-0.0686575,-9.66364,34.8235,-17.0232,4.09591,1.90514,-0.0672713,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19168,19.168,0.0817311,0.276853,-0.0883668,-0.0477719,0.0197904,0.0381214,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.86847,34.8604,-17.0653,4.06044,1.91492,-0.158774,-9.74267,34.8377,-17.0394,4.08222,1.90891,-0.102579,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19169,19.169,0.0814943,0.275948,-0.0880775,-0.047689,0.0197272,0.0379869,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.96624,34.8125,-17.0169,4.13131,1.9034,-0.0123347,-9.82894,34.828,-17.0307,4.10116,1.90678,-0.0677567,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19170,19.17,0.0812576,0.275046,-0.0877886,-0.047606,0.0196641,0.0378527,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.8604,-17.0411,4.05032,1.99558,-0.170039,-9.82533,34.8405,-17.0347,4.08154,1.94105,-0.107224,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19171,19.171,0.0810212,0.274145,-0.0875003,-0.0475227,0.0196011,0.0377188,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.9083,-17.162,4.08069,1.93797,-0.0686575,-9.82311,34.8667,-17.0838,4.08121,1.93986,-0.0923425,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19172,19.172,0.080785,0.273245,-0.0872125,-0.0474392,0.0195382,0.0375852,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.7645,-17.0653,4.06044,1.91492,-0.0799221,-9.82175,34.8273,-17.0767,4.0732,1.93024,-0.0875498,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19173,19.173,0.080549,0.272347,-0.0869252,-0.0473556,0.0194754,0.0374518,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.77069,34.7166,-17.1378,4.14143,1.94949,-0.102451,-9.80205,34.7846,-17.1003,4.09953,1.93766,-0.0932998,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19174,19.174,0.0803132,0.271451,-0.0866385,-0.0472717,0.0194127,0.0373188,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.62402,34.8604,-17.1136,4.10094,1.84578,-0.0348638,-9.73335,34.8138,-17.1054,4.10007,1.90221,-0.0707512,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19175,19.175,0.0800776,0.270556,-0.0863523,-0.0471875,0.0193502,0.037186,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.96624,34.9083,-17.162,4.10094,1.86883,0.0101944,-9.82322,34.8503,-17.1272,4.1004,1.88933,-0.0395167,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19176,19.176,0.0798423,0.269663,-0.0860666,-0.0471032,0.0192877,0.0370535,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.91736,34.7645,-17.0411,4.11106,1.86883,-0.136245,-9.85954,34.8172,-17.094,4.10452,1.88142,-0.0768412,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19177,19.177,0.0796071,0.268772,-0.0857815,-0.0470187,0.0192253,0.0369213,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.52624,34.9563,-17.0411,4.09081,1.84578,-0.0911867,-9.73093,34.8709,-17.0736,4.09923,1.86767,-0.0823767,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19178,19.178,0.0793722,0.267882,-0.0854969,-0.046934,0.0191631,0.0367894,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.7645,-17.1378,4.06044,1.86883,-0.0348638,-9.72741,34.8298,-17.0984,4.08426,1.86811,-0.0640429,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19179,19.179,0.0791375,0.266994,-0.0852128,-0.046849,0.019101,0.0366578,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-10.2107,34.9083,-17.1378,4.03007,1.88035,-0.12498,-9.91389,34.8601,-17.1136,4.06335,1.87284,-0.0875568,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19180,19.18,0.078903,0.266107,-0.0849293,-0.0467639,0.0190389,0.0365264,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-10.2107,34.9083,-17.1378,4.03007,1.88035,-0.12498,-9.91389,34.8601,-17.1136,4.06335,1.87284,-0.0875568,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19181,19.181,0.0786687,0.265222,-0.0846463,-0.0466786,0.018977,0.0363954,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.8125,-17.1861,4.11106,1.9034,-0.14751,-9.8209,34.8417,-17.1416,4.08176,1.88463,-0.110691,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19182,19.182,0.0784347,0.264339,-0.0843638,-0.046593,0.0189152,0.0362646,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.62402,34.7645,-17.2587,4.08069,1.84578,-0.0911867,-9.74493,34.8119,-17.1868,4.08135,1.86964,-0.103165,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19183,19.183,0.0782009,0.263457,-0.0840819,-0.0465073,0.0188535,0.0361341,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.8125,-17.0653,4.09081,1.83426,-0.181303,-9.74493,34.8119,-17.1868,4.08135,1.86964,-0.103165,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19184,19.184,0.0779673,0.262577,-0.0838004,-0.0464214,0.0187919,0.0360039,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.7166,-17.0653,4.12118,1.92644,-0.057393,-9.73053,34.7753,-17.1111,4.09896,1.88317,-0.10402,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19185,19.185,0.077734,0.261699,-0.0835196,-0.0463353,0.0187304,0.035874,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.8604,-17.1378,4.11106,1.94949,-0.14751,-9.70829,34.8081,-17.1214,4.10363,1.90876,-0.120801,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19186,19.186,0.0775008,0.260822,-0.0832392,-0.0462489,0.018669,0.0357444,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.8125,-17.1136,4.06044,1.92644,-0.0799221,-9.69464,34.8098,-17.1184,4.08696,1.91558,-0.105027,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19187,19.187,0.0772679,0.259947,-0.0829594,-0.0461624,0.0186077,0.035615,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.86847,34.9083,-17.0653,4.10094,1.89187,-0.0799221,-9.76171,34.8478,-17.0979,4.09236,1.90644,-0.0953398,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19188,19.188,0.0770353,0.259073,-0.0826801,-0.0460758,0.0185465,0.0354859,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.8125,-17.2103,4.11106,1.84578,-0.0123347,-9.78404,34.8342,-17.1413,4.09957,1.88303,-0.0633107,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19189,19.189,0.0768028,0.258201,-0.0824014,-0.0459889,0.0184855,0.0353572,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.8125,-17.1861,4.10094,1.9034,0.0552527,-9.74116,34.8258,-17.1586,4.1001,1.89089,-0.0175607,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19190,19.19,0.0765706,0.257331,-0.0821231,-0.0459018,0.0184245,0.0352287,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.96624,34.8125,-17.1378,4.12118,1.92644,-0.0911867,-9.82801,34.8207,-17.1506,4.10823,1.90461,-0.0459707,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19191,19.191,0.0763387,0.256462,-0.0818455,-0.0458146,0.0183637,0.0351005,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.96624,34.9563,-17.1136,4.09081,1.9034,-0.12498,-9.88135,34.873,-17.1363,4.10151,1.90414,-0.0764581,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19192,19.192,0.0761069,0.255595,-0.0815683,-0.0457271,0.0183029,0.0349725,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-10.0151,34.9563,-17.1136,4.07056,1.81121,-0.136245,-9.93297,34.9051,-17.1276,4.08957,1.86828,-0.099528,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19193,19.193,0.0758755,0.25473,-0.0812917,-0.0456395,0.0182423,0.0348449,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.77069,34.8125,-17.0653,4.13131,1.89187,-0.0799221,-9.87035,34.8694,-17.1035,4.10567,1.87739,-0.0919627,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19194,19.194,0.0756442,0.253866,-0.0810156,-0.0455517,0.0181818,0.0347175,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.62402,34.8125,-17.1136,4.05032,1.88035,-0.113716,-9.7753,34.8474,-17.1074,4.08431,1.87853,-0.100357,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19195,19.195,0.0754132,0.253004,-0.08074,-0.0454638,0.0181213,0.0345904,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.8125,-17.0169,4.03007,1.82274,-0.102451,-9.73579,34.8339,-17.0725,4.06338,1.857,-0.101165,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19196,19.196,0.0751825,0.252143,-0.080465,-0.0453756,0.018061,0.0344637,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983425,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.7218,34.8125,-17.1136,4.05032,1.88035,-0.14751,-9.73039,34.8256,-17.0884,4.05834,1.86601,-0.119048,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19197,19.197,0.0749519,0.251284,-0.0801905,-0.0452873,0.0180008,0.0343371,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.8125,-17.0895,4.07056,1.79969,-0.12498,-9.76481,34.8206,-17.0888,4.06306,1.84042,-0.121337,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19198,19.198,0.0747217,0.250427,-0.0799165,-0.0451988,0.0179408,0.0342109,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.67291,34.7645,-17.162,4.06044,1.88035,-0.0686575,-9.72935,34.7989,-17.117,4.06205,1.85583,-0.10101,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19199,19.199,0.0744917,0.249571,-0.0796431,-0.0451102,0.0178808,0.034085,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.91736,34.9083,-17.1136,4.11106,1.88035,-0.0686575,-9.80189,34.8412,-17.1157,4.08096,1.86529,-0.0885259,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19200,19.2,0.0742619,0.248717,-0.0793702,-0.0450213,0.0178209,0.0339593,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-10.1129,34.8604,-17.0653,4.00982,1.99558,-0.0911867,-9.92191,34.8486,-17.0963,4.05351,1.91557,-0.0895526,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19201,19.201,0.0740324,0.247865,-0.0790979,-0.0449324,0.0177612,0.0338339,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-10.064,34.7645,-17.1136,4.05032,1.86883,-0.057393,-9.97674,34.8162,-17.103,4.05228,1.89753,-0.0771432,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19202,19.202,0.0738031,0.247014,-0.078826,-0.0448432,0.0177015,0.0337088,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.81958,34.9083,-17.0895,4.19205,1.89187,-0.102451,-9.9161,34.8517,-17.0977,4.10621,1.89535,-0.0869088,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
19203,19.203,0.0735741,0.246165,-0.0785547,-0.0447539,0.017642,0.033584,2.18974,-0.676203,0.376533,2.65996,-0.158806,-0.000983665,0,-0,-0,0,-0,0,0,0,0,0,0,0,2.19085,-0.716159,0.402892,2.67433,-0.159002,-0.000809538,-9.77069,34.8604,-17.0653,4.09081,1.86883,-0.0348638,-9.85999,34.8551,-17.0852,4.10027,1.88511,-0.0668262,0,0,0,0,0,0,4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324,-4.94066e-324
